260%Complex systems engineering: multi-scale collective construction in artificial insects%7%Engineering and Control of Self-Organization%129%Invited Talk e-session%Advanced Introduction invited talk%1%[11,19]%[11,19]%
300%Collective construction%7%Engineering and Control of Self-Organization%129%Invited Talk e-session%Advanced Introduction invited talk%%%%
301%Decentralized sensor networks%7%Engineering and Control of Self-Organization%129%Invited Talk e-session%Advanced Introduction invited talk%10%[10,12],[22,24]%[2,4],[8,12]%
361%Artificial chemistries%7%Engineering and Control of Self-Organization%129%Invited Talk e-session%Advanced Introduction invited talk%2%[7,10]%[13,21]%
362%Autonomic computing: autonomic management in open multi-objective computing networks%7%Engineering and Control of Self-Organization%129%Invited Talk e-session%Advanced Introduction invited talk%%%%
407%Evolutionary collective robotics: embodied evolution and lifelong learning%7%Engineering and Control of Self-Organization%129%Invited Talk e-session%Advanced Introduction invited talk%2%%[8,14]%
408%Guided self-organization: information dynamics of complex computation%7%Engineering and Control of Self-Organization%129%Invited Talk e-session%Advanced Introduction invited talk%10%%[1,2]%
409%Morphogenetic engineering:  toward programmable complex systems%7%Engineering and Control of Self-Organization%129%Invited Talk e-session%Advanced Introduction invited talk%2%[7,21]%[6,21]%
410%Organic computing%7%Engineering and Control of Self-Organization%129%Invited Talk e-session%Advanced Introduction invited talk%2%[7,16]%%
411%Pervasive adaptation: knowledge commons and design contractualism%7%Engineering and Control of Self-Organization%129%Invited Talk e-session%Advanced Introduction invited talk%0%[10,19]%[10,17]%
412%Swarm chemistry: guiding designs of self-organizing swarms%7%Engineering and Control of Self-Organization%129%Invited Talk e-session%Advanced Introduction invited talk%-7%%[17,24]%[1,3]
413%Synthetic biology: toward a behavior-matching genomic compiler of desired cell functions%7%Engineering and Control of Self-Organization%129%Invited Talk e-session%Advanced Introduction invited talk%%%%
437%Why Soft Robots are So Hard  -- an advanced introduction to soft and amorphous robotic systems.%7%Engineering and Control of Self-Organization%129%Invited Talk e-session%Advanced Introduction invited talk%-4%[14,21]%[13,20]%
438%Spatial computing: from interaction to computation%7%Engineering and Control of Self-Organization%129%Invited Talk e-session%Advanced Introduction invited talk%%%%
209%Transition from one superstatistics to another%8%Foundations of Complex Systems Science%126%Invited Talk e-session%Advanced Introduction invited talk%1%[7,9],[13,22]%[7,14],[18,22]%
211%On ubiquity of quasi-power law distributions%8%Foundations of Complex Systems Science%126%Invited Talk e-session%Advanced Introduction invited talk%2%[8,11],[13,16]%[8,11],[13,16]%
214%Groups, entropies and number theory%8%Foundations of Complex Systems Science%126%Invited Talk e-session%Advanced Introduction invited talk%2%[8,13]%[8,14]%
221%Selective altruism in collective games%8%Foundations of Complex Systems Science%126%Invited Talk e-session%Advanced Introduction invited talk%%%%
222%From brain activity to financial markets via complex systems science%8%Foundations of Complex Systems Science%126%Invited Talk e-session%Advanced Introduction invited talk%%%%
224%Central limit behavior in dissipative and conservative dynamical systems%8%Foundations of Complex Systems Science%126%Invited Talk e-session%Advanced Introduction invited talk%3%[9,17]%%
225%Cognitive capacity and earning capacity: tracing dynamics of inequality in complex systems%8%Foundations of Complex Systems Science%126%Invited Talk e-session%Advanced Introduction invited talk%%%%
234%Non extensive self-consistent thermodynamics%8%Foundations of Complex Systems Science%126%Invited Talk e-session%Advanced Introduction invited talk%-3%[13,15],[17,20]%[13,15],[17,20]%
235%Control of complex systems%8%Foundations of Complex Systems Science%126%Invited Talk e-session%Advanced Introduction invited talk%1%[15,17]%[8,10]%
252%From mechanical to biological oscillator networks%8%Foundations of Complex Systems Science%126%Invited Talk e-session%Advanced Introduction invited talk%3%[19,22]%%
256%Correlated systems and extensivity of entropy%8%Foundations of Complex Systems Science%126%Invited Talk e-session%Advanced Introduction invited talk%-3%%[14,16],[18,21]%
257%Entropy, earthquakes and tumors%8%Foundations of Complex Systems Science%126%Invited Talk e-session%Advanced Introduction invited talk%-5%[17,22]%[14,23]%
259%Economics meets cyber society: rational behaviour in the 21st century%8%Foundations of Complex Systems Science%126%Invited Talk e-session%Advanced Introduction invited talk%1%[13,19]%[11,17]%
281%How information comes to matter: bridging the foundations of complex systems in the natural/formal and human sciences%8%Foundations of Complex Systems Science%126%Invited Talk e-session%Advanced Introduction invited talk%%%%
297%Non-extensive statistical models of hadronization%8%Foundations of Complex Systems Science%128%Open e-session%Advanced Introduction invited talk%2%[8,15]%[8,16]%
323%Statistical mechanics for complex systems: Foundations and applications%8%Foundations of Complex Systems Science%126%Invited Talk e-session%Advanced Introduction invited talk%-3%[11,24]%[11,24]%
351%Multiscale dynamics and symmetries: multifractals and stochastic Lie algebra%8%Foundations of Complex Systems Science%126%Invited Talk e-session%Advanced Introduction invited talk%%%%
373%Big data and complex systems: towards a topological field theory of data%8%Foundations of Complex Systems Science%126%Invited Talk e-session%Advanced Introduction invited talk%-4%%[7,24]%[1,7]
374%Like bees and flowers: from mutualistic ecosystems to economic structures%8%Foundations of Complex Systems Science%126%Invited Talk e-session%Advanced Introduction invited talk%2%[7,18]%[7,18]%
401%Statistical physics and statistical inference%8%Foundations of Complex Systems Science%126%Invited Talk e-session%Advanced Introduction invited talk%%%%
443%The Brain at the Edge of Chaos%8%Foundations of Complex Systems Science%157%Hot Topics in the Study of Complex Systems in Asia%Advanced Introduction invited talk%%%%
444%China and Global Finance-Transformations of a Complex System%8%Foundations of Complex Systems Science%157%Hot Topics in the Study of Complex Systems in Asia%Advanced Introduction invited talk%%%%
